id,vehicle_identifier,longitude,latitude,date_time
18857168,YIFR2,-15.4494467,28.1271801,2024-10-30 12:44:21
18857169,CYEL8,-15.4132996,28.1441021,2024-10-30 12:44:21
18857284,EAFP7,-15.39223,27.9783936,2024-10-30 12:45:18
18857285,QLJD0,-15.4259195,27.8750973,2024-10-30 12:45:21
18857286,YIFR2,-15.4494467,28.1271801,2024-10-30 12:45:21
18857287,CYEL8,-15.4132996,28.1441021,2024-10-30 12:45:21
18857402,EAFP7,-15.39223,27.9783936,2024-10-30 12:46:19
18857403,QLJD0,-15.4277124,27.8686466,2024-10-30 12:46:23
18857404,YIFR2,-15.4494467,28.1271801,2024-10-30 12:46:23
18857405,CYEL8,-15.4132738,28.1441288,2024-10-30 12:46:23
18857520,EAFP7,-15.39223,27.9784451,2024-10-30 12:47:18
18857521,QLJD0,-15.4277124,27.8686466,2024-10-30 12:47:20
18857522,YIFR2,-15.4494467,28.1271801,2024-10-30 12:47:20
18857523,CYEL8,-15.4132996,28.1441288,2024-10-30 12:47:20
18857638,EAFP7,-15.39223,27.9784451,2024-10-30 12:48:18
18857639,QLJD0,-15.4185724,27.8631687,2024-10-30 12:48:21
18857640,YIFR2,-15.4494467,28.1271801,2024-10-30 12:48:21
18857641,CYEL8,-15.4132996,28.1441288,2024-10-30 12:48:20
18857756,EAFP7,-15.3937664,27.9762173,2024-10-30 12:49:18
18857757,QLJD0,-15.4196739,27.8615303,2024-10-30 12:49:24
18857758,YIFR2,-15.4494467,28.1271801,2024-10-30 12:49:24
18857759,CYEL8,-15.4137344,28.1444092,2024-10-30 12:49:24
18857874,EAFP7,-15.3935356,27.976244,2024-10-30 12:50:18
18857875,QLJD0,-15.4210052,27.8623486,2024-10-30 12:50:20
18857876,YIFR2,-15.4494467,28.1271801,2024-10-30 12:50:20
18857877,CYEL8,-15.4137344,28.1444092,2024-10-30 12:50:20
18857992,EAFP7,-15.3935356,27.976244,2024-10-30 12:51:18
18857993,QLJD0,-15.4210052,27.8623486,2024-10-30 12:51:21
18857994,YIFR2,-15.4494467,28.1271801,2024-10-30 12:51:21
18857995,CYEL8,-15.4137602,28.1443844,2024-10-30 12:51:21
18858110,EAFP7,-15.3934851,27.976244,2024-10-30 12:52:18
18858111,QLJD0,-15.4225922,27.8610687,2024-10-30 12:52:21
18858112,YIFR2,-15.4494467,28.1271801,2024-10-30 12:52:21
18858113,CYEL8,-15.4137602,28.1443844,2024-10-30 12:52:21
18858228,EAFP7,-15.3934593,27.976244,2024-10-30 12:53:18
18858229,QLJD0,-15.4196997,27.8593273,2024-10-30 12:53:20
18858230,YIFR2,-15.4494467,28.1271801,2024-10-30 12:53:20
18858231,CYEL8,-15.4137602,28.1443844,2024-10-30 12:53:20
18858346,EAFP7,-15.3934593,27.976244,2024-10-30 12:54:18
18858347,QLJD0,-15.4196997,27.8595848,2024-10-30 12:54:21
18858348,YIFR2,-15.4494467,28.1271801,2024-10-30 12:54:21
18858349,CYEL8,-15.4137344,28.1443844,2024-10-30 12:54:21
18858464,EAFP7,-15.3922815,27.9764233,2024-10-30 12:55:18
18858465,QLJD0,-15.4196997,27.8595848,2024-10-30 12:55:20
18858466,YIFR2,-15.4494467,28.1271801,2024-10-30 12:55:20
18858467,CYEL8,-15.4137344,28.1443844,2024-10-30 12:55:20
18858582,EAFP7,-15.3918209,27.9765244,2024-10-30 12:56:18
18858583,QLJD0,-15.4195967,27.8598137,2024-10-30 12:56:22
18858584,YIFR2,-15.4494467,28.1271801,2024-10-30 12:56:22
18858585,CYEL8,-15.4137344,28.1443844,2024-10-30 12:56:22
18858700,EAFP7,-15.3918209,27.9765244,2024-10-30 12:57:18
18858701,QLJD0,-15.4195967,27.8598137,2024-10-30 12:57:21
18858702,YIFR2,-15.4494467,28.1271801,2024-10-30 12:57:21
18858703,CYEL8,-15.4137344,28.1443844,2024-10-30 12:57:21
18858818,EAFP7,-15.3918209,27.9765244,2024-10-30 12:58:18
18858819,QLJD0,-15.4195452,27.8597889,2024-10-30 12:58:22
18858820,YIFR2,-15.4494467,28.1271801,2024-10-30 12:58:22
18858821,CYEL8,-15.4137344,28.1443844,2024-10-30 12:58:22
18858936,EAFP7,-15.3922815,27.9783936,2024-10-30 12:59:18
18858937,QLJD0,-15.4194946,27.8597374,2024-10-30 12:59:22
18858938,YIFR2,-15.4494467,28.1271801,2024-10-30 12:59:22
18858939,CYEL8,-15.4136829,28.1443844,2024-10-30 12:59:22
18859054,EAFP7,-15.3922815,27.9783936,2024-10-30 13:00:18
18859055,QLJD0,-15.4195967,27.8596096,2024-10-30 13:00:53
18859056,YIFR2,-15.4494467,28.1271801,2024-10-30 13:00:53
18859057,CYEL8,-15.4137087,28.1443844,2024-10-30 13:00:53
18859172,EAFP7,-15.3922815,27.9783936,2024-10-30 13:01:18
18859173,QLJD0,-15.4195967,27.8596096,2024-10-30 13:01:22
18859174,YIFR2,-15.4494467,28.1271801,2024-10-30 13:01:22
18859175,CYEL8,-15.4137087,28.1443844,2024-10-30 13:01:22
18859290,EAFP7,-15.3922558,27.9783936,2024-10-30 13:02:18
18859291,QLJD0,-15.4195967,27.8596096,2024-10-30 13:02:22
18859292,YIFR2,-15.4494467,28.1271801,2024-10-30 13:02:22
18859293,CYEL8,-15.4136572,28.1443329,2024-10-30 13:02:22
18859408,EAFP7,-15.3922558,27.9783936,2024-10-30 13:03:18
18859409,QLJD0,-15.4200068,27.8595066,2024-10-30 13:03:21
18859410,YIFR2,-15.4494467,28.1271801,2024-10-30 13:03:20
18859411,CYEL8,-15.4136572,28.1443329,2024-10-30 13:03:20
18859526,EAFP7,-15.3922815,27.9783936,2024-10-30 13:04:18
18859527,QLJD0,-15.419136,27.8634758,2024-10-30 13:04:22
18859528,YIFR2,-15.4494467,28.1271801,2024-10-30 13:04:22
18859529,CYEL8,-15.4136324,28.1443577,2024-10-30 13:04:22
18859644,EAFP7,-15.3922815,27.9783936,2024-10-30 13:05:18
18859645,QLJD0,-15.4144001,27.8630657,2024-10-30 13:05:21
18859646,YIFR2,-15.4494467,28.1271801,2024-10-30 13:05:21
18859647,CYEL8,-15.4137087,28.1443844,2024-10-30 13:05:21
18859762,EAFP7,-15.3922815,27.9783688,2024-10-30 13:06:18
18859763,QLJD0,-15.4157314,27.8642941,2024-10-30 13:06:21
18859764,YIFR2,-15.4494467,28.1271801,2024-10-30 13:06:21
18859765,CYEL8,-15.4137087,28.1443844,2024-10-30 13:06:21
18859880,EAFP7,-15.3923073,27.9783936,2024-10-30 13:07:18
18859881,QLJD0,-15.4185982,27.8660355,2024-10-30 13:07:21
18859882,YIFR2,-15.4494467,28.1271801,2024-10-30 13:07:21
18859883,CYEL8,-15.4137087,28.1443844,2024-10-30 13:07:21
18859998,EAFP7,-15.3923073,27.9783936,2024-10-30 13:08:18
18859999,QLJD0,-15.4199295,27.8677769,2024-10-30 13:08:23
18860000,YIFR2,-15.4481668,28.1247482,2024-10-30 13:08:22
18860001,CYEL8,-15.4137087,28.1443844,2024-10-30 13:08:22
18860116,EAFP7,-15.3922815,27.9783936,2024-10-30 13:09:19
18860117,QLJD0,-15.4199295,27.8677769,2024-10-30 13:09:22
18860118,YIFR2,-15.4481668,28.1247482,2024-10-30 13:09:22
18860119,CYEL8,-15.4137087,28.1444092,2024-10-30 13:09:22
18860234,EAFP7,-15.3922815,27.9783936,2024-10-30 13:10:18
18860235,QLJD0,-15.4165764,27.8725891,2024-10-30 13:10:22
18860236,YIFR2,-15.4481668,28.1247482,2024-10-30 13:10:22
18860237,CYEL8,-15.4137087,28.1443577,2024-10-30 13:10:22
18860352,EAFP7,-15.3922815,27.9783936,2024-10-30 13:11:18
18860353,QLJD0,-15.4165764,27.8725891,2024-10-30 13:11:20
18860354,YIFR2,-15.4481668,28.1247482,2024-10-30 13:11:20
18860355,CYEL8,-15.4137087,28.1443577,2024-10-30 13:11:20
18860470,EAFP7,-15.3922052,27.9780865,2024-10-30 13:12:18
18860471,QLJD0,-15.4165764,27.8725891,2024-10-30 13:12:20
18860472,YIFR2,-15.4481668,28.1247482,2024-10-30 13:12:20
18860473,CYEL8,-15.4137087,28.1444092,2024-10-30 13:12:20
18860588,EAFP7,-15.3922052,27.9780865,2024-10-30 13:13:18
18860589,QLJD0,-15.4165764,27.8725891,2024-10-30 13:13:20
18860590,YIFR2,-15.4481668,28.1247482,2024-10-30 13:13:20
18860591,CYEL8,-15.4137087,28.1444092,2024-10-30 13:13:20
18860706,EAFP7,-15.3922052,27.9780617,2024-10-30 13:14:18
18860707,QLJD0,-15.4165764,27.8725891,2024-10-30 13:14:21
18860708,YIFR2,-15.4481668,28.1247482,2024-10-30 13:14:21
18860709,CYEL8,-15.4137344,28.1443577,2024-10-30 13:14:21
18860824,EAFP7,-15.3922052,27.9780617,2024-10-30 13:15:18
18860825,QLJD0,-15.4165506,27.8725891,2024-10-30 13:15:22
18860826,YIFR2,-15.4481668,28.1247482,2024-10-30 13:15:22
18860827,CYEL8,-15.4137087,28.1443577,2024-10-30 13:15:21
18860942,EAFP7,-15.3921795,27.9780617,2024-10-30 13:16:18
18860943,QLJD0,-15.4165506,27.8725891,2024-10-30 13:16:21
18860944,YIFR2,-15.4481668,28.1247482,2024-10-30 13:16:21
18860945,CYEL8,-15.4137087,28.1443577,2024-10-30 13:16:21
18861060,EAFP7,-15.3921795,27.9780617,2024-10-30 13:17:18
18861061,QLJD0,-15.4165764,27.8725624,2024-10-30 13:17:20
18861062,YIFR2,-15.4481668,28.1247482,2024-10-30 13:17:20
18861063,CYEL8,-15.4161663,28.1450233,2024-10-30 13:17:20
18861178,EAFP7,-15.3921795,27.9780617,2024-10-30 13:18:18
18861179,QLJD0,-15.4165764,27.8725624,2024-10-30 13:18:22
18861180,YIFR2,-15.4481668,28.1247482,2024-10-30 13:18:22
18861181,CYEL8,-15.4161663,28.1450233,2024-10-30 13:18:22
18861296,EAFP7,-15.3921795,27.978035,2024-10-30 13:19:18
18861297,QLJD0,-15.4165506,27.8725891,2024-10-30 13:19:22
18861298,YIFR2,-15.4481668,28.1247482,2024-10-30 13:19:22
18861299,CYEL8,-15.4155006,28.1521912,2024-10-30 13:19:22
18861414,EAFP7,-15.3921795,27.978035,2024-10-30 13:20:18
18861415,QLJD0,-15.4165506,27.8725891,2024-10-30 13:20:21
18861416,YIFR2,-15.4481668,28.1247482,2024-10-30 13:20:21
18861417,CYEL8,-15.4137602,28.1530628,2024-10-30 13:20:21
18861532,EAFP7,-15.3921795,27.978035,2024-10-30 13:21:18
18861533,QLJD0,-15.4165506,27.8725891,2024-10-30 13:21:22
18861534,YIFR2,-15.4481668,28.1247482,2024-10-30 13:21:22
18861535,CYEL8,-15.4138365,28.1530361,2024-10-30 13:21:22
18861650,EAFP7,-15.3921537,27.9780617,2024-10-30 13:22:18
18861651,QLJD0,-15.4165249,27.8725891,2024-10-30 13:22:20
18861652,YIFR2,-15.4481668,28.1247482,2024-10-30 13:22:20
18861653,CYEL8,-15.4138365,28.1530361,2024-10-30 13:22:20
18861768,EAFP7,-15.3921537,27.9780617,2024-10-30 13:23:18
18861769,QLJD0,-15.4165249,27.8725891,2024-10-30 13:23:22
18861770,YIFR2,-15.4481668,28.1247482,2024-10-30 13:23:22
18861771,CYEL8,-15.4137859,28.1530361,2024-10-30 13:23:22
18861886,EAFP7,-15.3921795,27.9781113,2024-10-30 13:24:18
18861887,QLJD0,-15.4165249,27.8725376,2024-10-30 13:24:21
18861888,YIFR2,-15.4481668,28.1247482,2024-10-30 13:24:21
18861889,CYEL8,-15.4137859,28.1530361,2024-10-30 13:24:21
18862004,EAFP7,-15.3921537,27.978138,2024-10-30 13:25:18
18862005,QLJD0,-15.4165249,27.8725376,2024-10-30 13:25:20
18862006,YIFR2,-15.4481668,28.1247482,2024-10-30 13:25:20
18862007,CYEL8,-15.4138107,28.1529865,2024-10-30 13:25:20
18862122,EAFP7,-15.3921537,27.978138,2024-10-30 13:26:18
18862123,QLJD0,-15.4165249,27.8725376,2024-10-30 13:26:21
18862124,YIFR2,-15.4481668,28.1247482,2024-10-30 13:26:21
18862125,CYEL8,-15.4137859,28.1530113,2024-10-30 13:26:21
18862240,EAFP7,-15.39223,27.9782906,2024-10-30 13:27:18
18862241,QLJD0,-15.4165249,27.8725376,2024-10-30 13:27:21
18862242,YIFR2,-15.4481668,28.1247482,2024-10-30 13:27:21
18862243,CYEL8,-15.4137859,28.1530113,2024-10-30 13:27:21
18862358,EAFP7,-15.39223,27.9782906,2024-10-30 13:28:18
18862359,QLJD0,-15.4165249,27.8725376,2024-10-30 13:28:21
18862360,YIFR2,-15.4481668,28.1247482,2024-10-30 13:28:21
18862361,CYEL8,-15.4137602,28.1530628,2024-10-30 13:28:21
18862476,EAFP7,-15.3944836,27.9768066,2024-10-30 13:29:19
18862477,QLJD0,-15.4165506,27.8725376,2024-10-30 13:29:22
18862478,YIFR2,-15.4481668,28.1247482,2024-10-30 13:29:22
18862479,CYEL8,-15.4137602,28.1530113,2024-10-30 13:29:22
18862594,EAFP7,-15.3929729,27.9762688,2024-10-30 13:30:18
18862595,QLJD0,-15.4165249,27.8725128,2024-10-30 13:30:22
18862596,YIFR2,-15.4481668,28.1247482,2024-10-30 13:30:22
18862597,CYEL8,-15.4137602,28.1530113,2024-10-30 13:30:22
18862712,EAFP7,-15.3929472,27.9763203,2024-10-30 13:32:18
18862713,QLJD0,-15.4165249,27.8725376,2024-10-30 13:32:21
18862714,YIFR2,-15.4502659,28.1284866,2024-10-30 13:32:21
18862715,CYEL8,-15.4137602,28.1530628,2024-10-30 13:32:21
18862830,EAFP7,-15.3946877,27.9786758,2024-10-30 13:33:18
18862831,QLJD0,-15.4165249,27.8725376,2024-10-30 13:33:20
18862832,YIFR2,-15.4502659,28.1284866,2024-10-30 13:33:20
18862833,CYEL8,-15.4137602,28.1530628,2024-10-30 13:33:20
18862948,EAFP7,-15.3946877,27.9786758,2024-10-30 13:34:18
18862949,QLJD0,-15.4165249,27.8725376,2024-10-30 13:34:20
18862950,YIFR2,-15.4477568,28.1288967,2024-10-30 13:34:20
18862951,CYEL8,-15.4137602,28.1530361,2024-10-30 13:34:20
18863066,EAFP7,-15.3915396,27.9824123,2024-10-30 13:35:18
18863067,QLJD0,-15.4165506,27.8725376,2024-10-30 13:35:21
18863068,YIFR2,-15.4477568,28.1288967,2024-10-30 13:35:21
18863069,CYEL8,-15.4137602,28.1530361,2024-10-30 13:35:21
18863184,EAFP7,-15.3915396,27.9824123,2024-10-30 13:36:19
18863185,QLJD0,-15.4165506,27.8725376,2024-10-30 13:36:22
18863186,YIFR2,-15.4451971,28.1265659,2024-10-30 13:36:22
18863187,CYEL8,-15.4135809,28.1528072,2024-10-30 13:36:22
18863302,EAFP7,-15.3918209,27.9987965,2024-10-30 13:37:18
18863303,QLJD0,-15.4164991,27.8725128,2024-10-30 13:37:21
18863304,YIFR2,-15.4451971,28.1265659,2024-10-30 13:37:21
18863305,CYEL8,-15.4134274,28.1527557,2024-10-30 13:37:21
18863420,EAFP7,-15.3880577,28.013773,2024-10-30 13:38:18
18863421,QLJD0,-15.4164991,27.8725128,2024-10-30 13:38:20
18863422,YIFR2,-15.440794,28.1267452,2024-10-30 13:38:20
18863423,CYEL8,-15.4134274,28.1527557,2024-10-30 13:38:20
18863538,EAFP7,-15.3884163,28.0226822,2024-10-30 13:39:18
18863539,QLJD0,-15.4165249,27.8725128,2024-10-30 13:39:22
18863540,YIFR2,-15.4304514,28.1292286,2024-10-30 13:39:22
18863541,CYEL8,-15.4134274,28.1527805,2024-10-30 13:39:22
18863656,EAFP7,-15.4036732,28.0346375,2024-10-30 13:40:18
18863657,QLJD0,-15.4164991,27.8725128,2024-10-30 13:40:21
18863658,YIFR2,-15.4297857,28.1323013,2024-10-30 13:40:21
18863659,CYEL8,-15.4134274,28.1527805,2024-10-30 13:40:21
18863774,EAFP7,-15.4142723,28.0429306,2024-10-30 13:41:18
18863775,QLJD0,-15.4164991,27.8725128,2024-10-30 13:41:23
18863776,YIFR2,-15.4294529,28.1429501,2024-10-30 13:41:23
18863777,CYEL8,-15.4134274,28.152729,2024-10-30 13:41:23
18863892,EAFP7,-15.4184961,28.0439816,2024-10-30 13:42:18
18863893,QLJD0,-15.4164991,27.8724861,2024-10-30 13:42:21
18863894,YIFR2,-15.420928,28.1483517,2024-10-30 13:42:21
18863895,CYEL8,-15.4134016,28.152729,2024-10-30 13:42:21
18864010,EAFP7,-15.4205189,28.0428028,2024-10-30 13:43:18
18864011,QLJD0,-15.4164991,27.8724861,2024-10-30 13:43:20
18864012,YIFR2,-15.420928,28.1483517,2024-10-30 13:43:20
18864013,CYEL8,-15.4134016,28.152729,2024-10-30 13:43:20
18864128,EAFP7,-15.4205189,28.0428028,2024-10-30 13:44:18
18864129,QLJD0,-15.4164991,27.8724861,2024-10-30 13:44:21
18864130,YIFR2,-15.4163198,28.1442299,2024-10-30 13:44:21
18864131,CYEL8,-15.4133501,28.152729,2024-10-30 13:44:21
18864246,EAFP7,-15.4155006,28.0390663,2024-10-30 13:46:18
18864247,QLJD0,-15.4164991,27.8724861,2024-10-30 13:46:21
18864248,YIFR2,-15.4166012,28.1440773,2024-10-30 13:46:21
18864249,CYEL8,-15.4133501,28.152729,2024-10-30 13:46:21
18864364,EAFP7,-15.4155006,28.0390663,2024-10-30 13:47:18
18864365,QLJD0,-15.4164991,27.8725128,2024-10-30 13:47:21
18864366,YIFR2,-15.4166012,28.1440773,2024-10-30 13:47:21
18864367,CYEL8,-15.4133759,28.1527557,2024-10-30 13:47:21
18864482,EAFP7,-15.4142208,28.0397053,2024-10-30 13:48:18
18864483,QLJD0,-15.4165249,27.8725128,2024-10-30 13:48:21
18864484,YIFR2,-15.4170628,28.1444855,2024-10-30 13:48:21
18864485,CYEL8,-15.4133759,28.1527557,2024-10-30 13:48:21
18864600,EAFP7,-15.4142208,28.0397053,2024-10-30 13:49:18
18864601,QLJD0,-15.4165249,27.8725128,2024-10-30 13:49:20
18864602,YIFR2,-15.4170628,28.1444855,2024-10-30 13:49:20
18864603,CYEL8,-15.4133759,28.1527557,2024-10-30 13:49:20
18864718,EAFP7,-15.4142208,28.0397053,2024-10-30 13:50:18
18864719,QLJD0,-15.4165249,27.8725128,2024-10-30 13:50:25
18864720,YIFR2,-15.417037,28.1444607,2024-10-30 13:50:25
18864721,CYEL8,-15.4133759,28.1527557,2024-10-30 13:50:25
18864836,EAFP7,-15.4142208,28.0397053,2024-10-30 13:51:18
18864837,QLJD0,-15.4165249,27.8725128,2024-10-30 13:51:20
18864838,YIFR2,-15.4170628,28.1450233,2024-10-30 13:51:20
18864839,CYEL8,-15.4133501,28.1527805,2024-10-30 13:51:20
18864954,EAFP7,-15.4142208,28.0397053,2024-10-30 13:52:18
18864955,QLJD0,-15.4165249,27.8725128,2024-10-30 13:52:22
18864956,YIFR2,-15.4170628,28.1450233,2024-10-30 13:52:22
18864957,CYEL8,-15.4133244,28.1528072,2024-10-30 13:52:22
18865072,EAFP7,-15.4142208,28.0397053,2024-10-30 13:53:18
18865073,QLJD0,-15.4164991,27.8725128,2024-10-30 13:53:21
18865074,YIFR2,-15.4171133,28.1449986,2024-10-30 13:53:21
18865075,CYEL8,-15.4133244,28.1528072,2024-10-30 13:53:21
18865190,EAFP7,-15.4142208,28.0397053,2024-10-30 13:54:18
18865191,QLJD0,-15.4164991,27.8725128,2024-10-30 13:54:21
18865192,YIFR2,-15.4171133,28.1449986,2024-10-30 13:54:21
18865193,CYEL8,-15.4133244,28.1528072,2024-10-30 13:54:21
18865308,EAFP7,-15.4142208,28.0397053,2024-10-30 13:55:19
18865309,QLJD0,-15.4165249,27.8725128,2024-10-30 13:55:24
18865310,YIFR2,-15.4171648,28.1448193,2024-10-30 13:55:24
18865311,CYEL8,-15.4133244,28.1528072,2024-10-30 13:55:24
18865426,EAFP7,-15.4142208,28.0397053,2024-10-30 13:56:18
18865427,QLJD0,-15.4165249,27.8725128,2024-10-30 13:56:23
18865428,YIFR2,-15.4162683,28.1436157,2024-10-30 13:56:23
18865429,CYEL8,-15.4133244,28.1527805,2024-10-30 13:56:23
18865544,EAFP7,-15.4142208,28.0397053,2024-10-30 13:57:18
18865545,QLJD0,-15.4165249,27.8725128,2024-10-30 13:57:20
18865546,YIFR2,-15.4162683,28.1436157,2024-10-30 13:57:20
18865547,CYEL8,-15.4133244,28.1528072,2024-10-30 13:57:20
18865662,EAFP7,-15.4142208,28.0397053,2024-10-30 13:58:18
18865663,QLJD0,-15.4165249,27.8725128,2024-10-30 13:58:21
18865664,YIFR2,-15.4154243,28.1424637,2024-10-30 13:58:21
18865665,CYEL8,-15.4133244,28.1528072,2024-10-30 13:58:21
18865780,EAFP7,-15.4142208,28.0397053,2024-10-30 13:59:18
18865781,QLJD0,-15.4165249,27.8725128,2024-10-30 13:59:22
18865782,YIFR2,-15.4154243,28.1424637,2024-10-30 13:59:22
18865783,CYEL8,-15.4132996,28.152832,2024-10-30 13:59:22
18865898,EAFP7,-15.4142208,28.0397053,2024-10-30 14:00:18
18865899,QLJD0,-15.4165249,27.8725128,2024-10-30 14:00:22
18865900,YIFR2,-15.4154243,28.1424637,2024-10-30 14:00:22
18865901,CYEL8,-15.4132996,28.152832,2024-10-30 14:00:22
18866016,EAFP7,-15.4142208,28.0397053,2024-10-30 14:01:18
18866017,QLJD0,-15.4165249,27.8725128,2024-10-30 14:01:22
18866018,YIFR2,-15.4154243,28.1424904,2024-10-30 14:01:22
18866019,CYEL8,-15.4132481,28.152832,2024-10-30 14:01:21
18866134,EAFP7,-15.4142208,28.0397053,2024-10-30 14:02:18
18866135,QLJD0,-15.4165249,27.8725128,2024-10-30 14:02:21
18866136,YIFR2,-15.4154243,28.1424904,2024-10-30 14:02:21
18866137,CYEL8,-15.4132996,28.1527805,2024-10-30 14:02:21
18866252,EAFP7,-15.4142208,28.0397053,2024-10-30 14:03:18
18866253,QLJD0,-15.4165249,27.8725128,2024-10-30 14:03:22
18866254,YIFR2,-15.4161406,28.142746,2024-10-30 14:03:22
18866255,CYEL8,-15.4132996,28.1527805,2024-10-30 14:03:22
18866370,EAFP7,-15.4142208,28.0397053,2024-10-30 14:04:18
18866371,QLJD0,-15.4165249,27.8725128,2024-10-30 14:04:39
18866372,YIFR2,-15.4162941,28.1466103,2024-10-30 14:04:39
18866373,CYEL8,-15.4133759,28.1527557,2024-10-30 14:04:39
18866488,EAFP7,-15.4142208,28.0397053,2024-10-30 14:05:18
18866489,QLJD0,-15.4165249,27.8725128,2024-10-30 14:05:22
18866490,YIFR2,-15.4162941,28.1466103,2024-10-30 14:05:22
18866491,CYEL8,-15.4133759,28.1527805,2024-10-30 14:05:22
18866606,EAFP7,-15.4142208,28.0397053,2024-10-30 14:06:18
18866607,QLJD0,-15.4165506,27.8725128,2024-10-30 14:06:21
18866608,YIFR2,-15.4163971,28.1465607,2024-10-30 14:06:21
18866609,CYEL8,-15.4133759,28.1527805,2024-10-30 14:06:21
18866724,EAFP7,-15.4142208,28.0397053,2024-10-30 14:07:18
18866725,QLJD0,-15.4165506,27.8725128,2024-10-30 14:07:21
18866726,YIFR2,-15.4170876,28.144537,2024-10-30 14:07:21
18866727,CYEL8,-15.4134016,28.1528568,2024-10-30 14:07:21
18866842,EAFP7,-15.4142208,28.0397053,2024-10-30 14:08:18
18866843,QLJD0,-15.4165506,27.8725128,2024-10-30 14:08:21
18866844,YIFR2,-15.4170876,28.1448193,2024-10-30 14:08:21
18866845,CYEL8,-15.4134016,28.1528568,2024-10-30 14:08:21
18866960,EAFP7,-15.4142208,28.0397053,2024-10-30 14:09:18
18866961,QLJD0,-15.4165249,27.8725128,2024-10-30 14:09:20
18866962,YIFR2,-15.4170876,28.1448193,2024-10-30 14:09:20
18866963,CYEL8,-15.4134274,28.1529598,2024-10-30 14:09:20
18867078,EAFP7,-15.4142208,28.0397053,2024-10-30 14:11:19
18867079,QLJD0,-15.4165249,27.8725128,2024-10-30 14:11:23
18867080,YIFR2,-15.4164734,28.1439743,2024-10-30 14:11:23
18867081,CYEL8,-15.4132996,28.1528568,2024-10-30 14:11:23
18867196,EAFP7,-15.4142208,28.0397053,2024-10-30 14:12:18
18867197,QLJD0,-15.4165249,27.8725376,2024-10-30 14:12:20
18867198,YIFR2,-15.4155264,28.1424637,2024-10-30 14:12:20
18867199,CYEL8,-15.4132738,28.1529083,2024-10-30 14:12:20
18867314,EAFP7,-15.4142208,28.0397053,2024-10-30 14:13:18
18867315,QLJD0,-15.4149885,27.8745079,2024-10-30 14:13:22
18867316,YIFR2,-15.4154243,28.1423111,2024-10-30 14:13:22
18867317,CYEL8,-15.4132738,28.1529083,2024-10-30 14:13:22
18867432,EAFP7,-15.4142208,28.0397053,2024-10-30 14:14:18
18867433,QLJD0,-15.410202,27.8842888,2024-10-30 14:14:22
18867434,YIFR2,-15.4154243,28.1423111,2024-10-30 14:14:22
18867435,CYEL8,-15.4132996,28.1529865,2024-10-30 14:14:22
18867550,EAFP7,-15.4142208,28.0397053,2024-10-30 14:15:18
18867551,QLJD0,-15.410202,27.8842888,2024-10-30 14:15:20
18867552,YIFR2,-15.4154749,28.1422596,2024-10-30 14:15:20
18867553,CYEL8,-15.4133501,28.1530113,2024-10-30 14:15:20
18867668,EAFP7,-15.4142208,28.0397053,2024-10-30 14:16:18
18867669,QLJD0,-15.4057217,27.8959103,2024-10-30 14:16:20
18867670,YIFR2,-15.4154749,28.1422596,2024-10-30 14:16:20
18867671,CYEL8,-15.4133501,28.1530113,2024-10-30 14:16:20
18867786,EAFP7,-15.4142208,28.0397053,2024-10-30 14:17:18
18867787,QLJD0,-15.3977604,27.9194374,2024-10-30 14:17:20
18867788,YIFR2,-15.4154491,28.1422329,2024-10-30 14:17:20
18867789,CYEL8,-15.4132738,28.152935,2024-10-30 14:17:20
18867904,EAFP7,-15.4142208,28.0397053,2024-10-30 14:18:18
18867905,QLJD0,-15.3973246,27.9202557,2024-10-30 14:18:21
18867906,YIFR2,-15.4153986,28.1422329,2024-10-30 14:18:21
18867907,CYEL8,-15.4132738,28.152935,2024-10-30 14:18:21
18868022,EAFP7,-15.4142723,28.0397568,2024-10-30 14:19:18
18868023,QLJD0,-15.3983488,27.9239159,2024-10-30 14:19:21
18868024,YIFR2,-15.4153986,28.1422329,2024-10-30 14:19:21
18868025,CYEL8,-15.4132481,28.152935,2024-10-30 14:19:21
18868140,EAFP7,-15.4142723,28.0397568,2024-10-30 14:20:18
18868141,QLJD0,-15.4015236,27.9250431,2024-10-30 14:20:29
18868142,YIFR2,-15.4154491,28.1422596,2024-10-30 14:20:29
18868143,CYEL8,-15.4132481,28.1528835,2024-10-30 14:20:29
18868258,EAFP7,-15.4181118,28.0411129,2024-10-30 14:21:18
18868259,QLJD0,-15.4035454,27.9260674,2024-10-30 14:21:22
18868260,YIFR2,-15.4154243,28.1422596,2024-10-30 14:21:22
18868261,CYEL8,-15.4132481,28.1528835,2024-10-30 14:21:22
18868376,EAFP7,-15.4211836,28.044672,2024-10-30 14:22:18
18868377,QLJD0,-15.4035196,27.9260921,2024-10-30 14:22:21
18868378,YIFR2,-15.4154243,28.1422596,2024-10-30 14:22:21
18868379,CYEL8,-15.4132481,28.1528835,2024-10-30 14:22:21
18868494,EAFP7,-15.4190588,28.0440063,2024-10-30 14:23:18
18868495,QLJD0,-15.4035196,27.9260921,2024-10-30 14:23:22
18868496,YIFR2,-15.4154243,28.1422596,2024-10-30 14:23:22
18868497,CYEL8,-15.4132481,28.1528835,2024-10-30 14:23:22
18868612,EAFP7,-15.4226437,28.0440311,2024-10-30 14:24:18
18868613,QLJD0,-15.4035196,27.9260921,2024-10-30 14:24:20
18868614,YIFR2,-15.4154243,28.1422596,2024-10-30 14:24:20
